noun,relative,dist
全文,0.0,0.0
心得,0.0,0.0
又左衛門,0.0,0.0
遠藤,0.0,0.0
神仏,0.0,0.0
署名,0.0,0.04
責任,0.0,0.7291666666666666
平山,0.0,0.0
以内,0.0,0.0
遊歩,0.0,0.0
名簿,0.0,0.0
出席者,0.0,0.0
かた,0.0,0.6594827586206896
今回,0.0,0.003067484662576687
条項,0.0,0.0
効力,0.0,0.0
一応,0.0,0.0
旗艦,0.0,0.0
漢文,0.0,0.0
見学,0.0,0.0
退去,0.0,0.0
約定,0.0,0.0
挨拶,0.0,0.0
ウイリアムズ,0.0,0.0
翌日,0.0,0.39285714285714285
達書,0.0,0.0
有志,0.0,0.0
発行,0.0,0.0
勃興,0.0,0.0
ゴロウニン,0.0,0.0
歩道橋,0.0,0.0
北門,0.0,0.0
商工業,0.0,0.058823529411764705
運賃,0.0,0.03571428571428571
要望,0.0,0.25
対立,0.0,0.0
会談,0.0,0.0
従前,0.0,0.1
仲町,0.0,0.0
部屋,0.0,0.030303030303030304
惣代,0.0,0.0
善吉,0.0,0.08333333333333333
清六,0.0,0.0
喜兵衛,0.0,0.0
存続,0.0,0.75
大工町,0.0,0.0
御役所,0.0,0.0
あて,0.0,0.0
手紙,0.0,0.0
連行,0.0,0.25
途中,0.0,0.0
水産物,0.0,0.0
彦助,0.0,0.058823529411764705
ディアナ,0.0,0.0
釈放,0.0,0.1111111111111111
意思,0.0,0.0
ボート,0.0,0.0
日本語,0.0,0.0
一度,0.0,0.0
光景,0.0,0.14766483516483517
リコルド,0.0,0.0
士官,0.0,0.0
往復,0.0,0.18336565395388926
給与,0.0,0.0
食料,0.0,1.3269230769230769
要旨,0.0,0.0
連名,0.0,0.0
選定,0.0,0.0
両港,0.0,0.0
領有,0.0,0.0
国後島,0.0,0.0
水戸,0.0,0.0
相談,0.0,0.06666666666666667
物産,0.0,0.0
荒物,0.0,0.0
太物,0.0,0.0
建造,0.0,0.0
呉服,0.0,0.18710589258534463
回漕,0.0,0.0
金兵衛,0.0,0.0
弥吉,0.0,0.0
塩鮭,0.0,0.0
塩魚,0.0,0.0
移出,0.0,0.125
寄港,0.0,0.25
看板,0.0,0.0
搾粕,0.0,0.0
塩鱒,0.0,0.0
盛況,0.0,0.0
請願,0.0,0.0
回送,0.0,0.0
直営,0.0,0.0
滞納,0.0,0.0
収支,0.0,0.0
高値,0.0,0.25
競争,0.0,0.4083333333333333
概算,0.0,0.0
如く,0.0,0.375
要項,0.0,0.0
松本,0.0,0.0
金高,0.0,0.25
人件費,0.0,0.16666666666666666
手続,0.0,0.14285714285714285
大資本,0.0,0.0
官営,0.0,0.25
家業,0.0,0.0
犠牲,0.0,0.058823529411764705
両国,0.0,0.0
調停,0.0,0.0
行き,0.0,0.08626887131560029
引継ぎ,0.0,0.0
貸金,0.0,0.0
水野,0.0,0.0
藤田,0.0,0.0
配慮,0.0,0.038461538461538464
軌道,0.0,0.38888888888888884
手配,0.0,0.14285714285714285
職制,0.0,0.0
幕閣,0.0,0.0
教導,0.0,0.0
か村,0.0,0.0
改善,0.0,0.1111111111111111
菓子,0.0,0.6177336276674026
裁縫,0.0,0.0
島田,0.0,0.08333333333333333
果物,0.0,0.0
推進,0.0,0.1736111111111111
諸税,0.0,0.0
出納,0.0,0.0
施政,0.0,0.0
肥料,0.0,0.39999999999999997
対応,0.0,0.7242063492063492
取組,0.0,0.0
買付,0.0,0.0
三重,0.0,0.5
総計,0.0,0.047619047619047616
自分,0.0,0.051255411255411255
契約,0.0,0.2111111111111111
抵抗,0.0,0.0
船名,0.0,0.0
競売,0.0,0.0
追放,0.0,0.0
異人,0.0,0.0
没落,0.0,0.0
藤野,0.0,0.125
歳出,0.0,0.0
総裁,0.0,0.125
過ぎ,0.0,0.7
津波,0.0,0.0
芸者,0.0,0.2
大工,0.0,0.14285714285714285
帰還,0.0,0.0
余裕,0.0,0.0
立場,0.0,0.375
民政,0.0,0.0
訪問,0.0,0.0625
有川,0.0,0.25
矢不来,0.0,0.0
子供,0.0,0.47410922410922407
予備,0.0,0.0
服部,0.0,0.0
審議,0.0,0.041666666666666664
折衝,0.0,0.0
同行,0.0,0.1
騒ぎ,0.0,0.0
再度,0.0,0.0
少年,0.0,0.0
兵器,0.0,0.0
風景,0.0,0.0
両国間,0.0,0.0
斡旋,0.0,0.125
遊び,0.0,0.5
子供たち,0.0,0.0
体裁,0.0,0.0
繁忙,0.0,0.0
例外,0.0,0.0
業態,0.0,0.0
趨勢,0.0,0.0
達し,0.0,1.1036764705882351
働き,0.0,0.5333333333333333
窮民,0.0,0.0
措置,0.0,0.0
類焼,0.0,0.6666666666666666
町家,0.0,0.0
実行,0.0,0.2777777777777778
山ノ上町,0.0,0.0
消火,0.0,0.0
近隣,0.0,0.1
渡世,0.0,0.0
権威,0.0,0.0
広井,0.0,0.0
郭内,0.0,0.0
職工,0.0,0.8095238095238095
留守,0.0,0.03571428571428571
大規模,0.0,0.22549019607843135
年度,0.0,0.05263157894736842
反射炉,0.0,0.0
溶鉱炉,0.0,0.0
市右衛門,0.0,0.0
操業,0.0,0.0
鉱業,0.0,0.0
裁可,0.0,0.0
連署,0.0,0.0
払い下げ,0.0,0.0
斎藤,0.0,0.16666666666666666
資本金,0.0,0.4444444444444444
製造所,0.0,0.08333333333333333
醸造,0.0,0.0
年中,0.0,0.0
澱粉,0.0,0.3333333333333333
松之丞,0.0,0.0
休業,0.0,0.5833333333333334
教育機関,0.0,0.0
弾薬,0.0,0.0
両名,0.0,0.0
医学,0.0,0.0
配当,0.0,0.5
蒸気,0.0,0.0
特許,0.0,0.0
製紙,0.0,0.08333333333333333
合資会社,0.0,0.5909090909090909
概表,0.0,0.25
年報,0.0,0.16666666666666666
勧業,0.0,0.0
造船業,0.0,0.3611111111111111
金森,0.0,0.0
広告,0.0,0.5944444444444444
器械,0.0,0.0
本多,0.0,0.0
豊凶,0.0,0.0
豊作,0.0,0.0
官金,0.0,0.0
汽船,0.0,0.1111111111111111
暴騰,0.0,0.2
玄米,0.0,0.0
米価,0.0,0.0
白米,0.0,0.0
下落,0.0,0.3333333333333333
利息,0.0,0.0
傭船,0.0,0.0
出願者,0.0,0.0
質屋,0.0,0.0
利子,0.0,0.0
抵当,0.0,0.0
貸借,0.0,0.0
短期,0.0,0.04
信用,0.0,0.2
金利,0.0,0.0
金子,0.0,0.2
山道,0.0,0.125
藤山,0.0,0.0
忠次郎,0.0,0.0
年限,0.0,0.0
年賦,0.0,0.0
資力,0.0,0.0
村民,0.0,0.3125
連年,0.0,0.0
本店,0.0,0.0
活気,0.0,0.5799373040752351
各戸,0.0,0.037037037037037035
栄七,0.0,0.0
池田,0.0,0.25
営業者,0.0,0.0
私有地,0.0,0.0
出願,0.0,0.07142857142857142
島野,0.0,0.0
沽券,0.0,0.0
狭隘,0.0,0.25
損失,0.0,0.5
洋学,0.0,0.0
荷為替,0.0,0.0
入学,0.0,0.0045045045045045045
主義,0.0,0.6
斉藤,0.0,0.07692307692307693
反応,0.0,0.0
公立,0.0,0.0
予防,0.0,0.0
恐れ,0.0,0.16666666666666666
伝染病,0.0,0.0
総体,0.0,0.0
歌舞伎,0.0,0.25
免状,0.0,0.0
痘苗,0.0,0.0
