noun,relative,dist
遠藤,0.0,0.5151515151515151
勘解由,0.0,0.0
日米,0.0,0.0
返還,0.0,0.0
調印,0.0,0.0
内国,0.0,0.17692307692307693
艦船,0.0,0.0
回航,0.0,0.1111111111111111
全権,0.0,0.0
通告,0.0,0.0
締結,0.0,0.0
英仏,0.0,0.0
勃発,0.0,0.0
プチャーチン,0.0,0.0
国境,0.0,0.0
斐三郎,0.0,0.0
達し,0.0,1.1184782608695651
働き,0.0,0.5
飛躍的,0.0,0.0
産額,0.0,0.047619047619047616
通用,0.0,0.0
代金,0.0,0.0
うえ,0.0,0.16666666666666666
値段,0.0,0.0
取調べ,0.0,0.0
仕入,0.0,0.07692307692307693
浦賀,0.0,0.0
酒田,0.0,0.0
国防,0.0,0.0
牢屋,0.0,0.0
警察,0.0,0.9662714097496706
半額,0.0,0.25
賦課,0.0,0.5333333333333333
東回り,0.0,0.0
要求,0.0,0.125
船大工,0.0,0.5
大島,0.0,0.0
官営,0.0,0.0
家業,0.0,0.2
盛況,0.0,0.0
搾粕,0.0,0.0
領有,0.0,0.2
国後島,0.0,0.0
水戸,0.0,0.0
入費,0.0,0.5
必需品,0.0,0.0
太物,0.0,0.07142857142857142
呉服,0.0,0.08592132505175983
同志,0.0,0.3333333333333333
塩魚,0.0,0.45
寄港,0.0,0.08333333333333333
多大,0.0,0.08333333333333333
安全,0.0,0.4583333333333333
荒物,0.0,0.16847826086956522
大資本,0.0,0.0
人足,0.0,0.5344827586206896
町役人,0.0,0.0
所有,0.0,1.4873655913978494
脱走,0.0,0.0
卯之助,0.0,0.0
何人,0.0,0.2
町歩,0.0,0.0
希望者,0.0,0.0
過剰,0.0,0.125
剛平,0.0,0.0
武兵衛,0.0,0.0
指令,0.0,0.7019230769230769
収穫,0.0,0.0
開墾,0.0,0.0
修繕,0.0,0.1845238095238095
利便,0.0,0.4333333333333333
小舟,0.0,0.0
証書,0.0,0.0
大臣,0.0,0.6047619047619047
相手,0.0,0.2
裁判所,0.0,0.0
組頭,0.0,0.0
上納,0.0,0.5666666666666667
定員,0.0,0.3666666666666667
総代,0.0,0.8333333333333333
西村,0.0,0.05263157894736842
駅逓,0.0,0.0
掃除,0.0,0.2
集会,0.0,0.07142857142857142
民事,0.0,0.0
職務,0.0,0.16666666666666666
辞令,0.0,0.0
蛯子,0.0,0.0
町代,0.0,0.0
